,Unnamed: 0,EOM,Item,GOP,Family,After Amount,Action Amount,Source Family,Before Amount,Action,Action predicted
16,16,197001,ACC,00E099A387E46B6681E536B05F110339,6F8F9A7D011C5002FD330949F1457A4E,0.7200000000000001,0.0,6F8F9A7D011C5002FD330949F1457A4E,0.7200000000000001,0,0
17,17,197001,ACC,00E099A387E46B6681E536B05F110339,9C622EDD1AF2BB5DFA0236F5DF232CF9,-4.842,0.0,9C622EDD1AF2BB5DFA0236F5DF232CF9,-4.842,0,0
18,18,197001,ACC,00E099A387E46B6681E536B05F110339,C5DA23889072CED9D29906B17A02C469,-2310.534,0.0,C5DA23889072CED9D29906B17A02C469,-2310.534,0,0
19,19,197001,ACC,00EDF900EABED189638B8D8AC5B71ACC,006300EFAF063E1705DD614EA0AE9E8B,-31.734,0.0,006300EFAF063E1705DD614EA0AE9E8B,-31.734,0,0
20,20,197001,ACC,00EDF900EABED189638B8D8AC5B71ACC,35FF58A19DCB6582D110851D2F5EB1E7,-754.7220000000003,0.0,35FF58A19DCB6582D110851D2F5EB1E7,-754.7220000000003,0,0
21,21,197001,ACC,00EDF900EABED189638B8D8AC5B71ACC,4034457A8B5E7907ADEE5A173D7784FE,1.7280000000000002,0.0,4034457A8B5E7907ADEE5A173D7784FE,1.7280000000000002,0,0
22,22,197001,ACC,00EDF900EABED189638B8D8AC5B71ACC,6F8F9A7D011C5002FD330949F1457A4E,-5.8500000000000005,0.0,6F8F9A7D011C5002FD330949F1457A4E,-5.8500000000000005,0,0
23,23,197001,ACC,00EDF900EABED189638B8D8AC5B71ACC,75B65D59E1428BDE77B5824E019A5417,-39.6,0.0,75B65D59E1428BDE77B5824E019A5417,-39.6,0,0
24,24,197001,ACC,00EDF900EABED189638B8D8AC5B71ACC,7DC000E19358A83E7BF87E2B7923C8D5,750.0060000000003,0.0,7DC000E19358A83E7BF87E2B7923C8D5,750.0060000000003,0,0
25,25,197001,ACC,010150182669EF10E0A01DBC1D9D8507,303507A73A121A38EDCF6DEE59AAB5E5,-0.054000000000000006,0.0,303507A73A121A38EDCF6DEE59AAB5E5,-0.054000000000000006,0,0
26,26,197001,ACC,010150182669EF10E0A01DBC1D9D8507,4034457A8B5E7907ADEE5A173D7784FE,259.2,0.0,4034457A8B5E7907ADEE5A173D7784FE,259.2,0,0
27,27,197001,ACC,010150182669EF10E0A01DBC1D9D8507,540A61797E094A9F938B2D159A344F0E,-389.412,0.0,540A61797E094A9F938B2D159A344F0E,-389.412,0,0
28,28,197001,ACC,010150182669EF10E0A01DBC1D9D8507,6F8F9A7D011C5002FD330949F1457A4E,16.164,0.0,6F8F9A7D011C5002FD330949F1457A4E,16.164,0,0
29,29,197001,ACC,010150182669EF10E0A01DBC1D9D8507,88183B946CC5F0E8C96B2E66E1C74A7E,-28.116,0.0,88183B946CC5F0E8C96B2E66E1C74A7E,-28.116,0,0
30,30,197001,ACC,0109ADCA58E0B5448C672B496C42D700,006300EFAF063E1705DD614EA0AE9E8B,-101.736,0.0,006300EFAF063E1705DD614EA0AE9E8B,-101.736,0,0
31,31,197001,ACC,0109ADCA58E0B5448C672B496C42D700,35FF58A19DCB6582D110851D2F5EB1E7,297468.50399999996,0.0,35FF58A19DCB6582D110851D2F5EB1E7,297468.50399999996,0,0
32,32,197001,ACC,0109ADCA58E0B5448C672B496C42D700,4034457A8B5E7907ADEE5A173D7784FE,-6.39,0.0,4034457A8B5E7907ADEE5A173D7784FE,-6.39,0,0
33,33,197001,ACC,0109ADCA58E0B5448C672B496C42D700,540A61797E094A9F938B2D159A344F0E,8.892000000000003,0.0,540A61797E094A9F938B2D159A344F0E,8.892000000000003,0,0
34,34,197001,ACC,0109ADCA58E0B5448C672B496C42D700,6F8F9A7D011C5002FD330949F1457A4E,-0.10800000000000001,0.0,6F8F9A7D011C5002FD330949F1457A4E,-0.10800000000000001,0,0
35,35,197001,ACC,0109ADCA58E0B5448C672B496C42D700,75B65D59E1428BDE77B5824E019A5417,34.2,0.0,75B65D59E1428BDE77B5824E019A5417,34.2,0,0
36,36,197001,ACC,0109ADCA58E0B5448C672B496C42D700,7DC000E19358A83E7BF87E2B7923C8D5,1814.454,0.0,7DC000E19358A83E7BF87E2B7923C8D5,1814.454,0,0
37,37,197001,ACC,0109ADCA58E0B5448C672B496C42D700,97FA7275FB04A84F55EDA9A047D0DDAC,-297954.19800000003,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,-297954.19800000003,0,0
38,38,197001,ACC,0109ADCA58E0B5448C672B496C42D700,9F67FFC9EDC12F70EDF8440B92D6F38C,0.198,0.0,9F67FFC9EDC12F70EDF8440B92D6F38C,0.198,0,0
39,39,197001,ACC,010D4354F158EBD66480F8F12028AD5C,4034457A8B5E7907ADEE5A173D7784FE,-0.036000000000000004,0.0,4034457A8B5E7907ADEE5A173D7784FE,-0.036000000000000004,0,0
40,40,197001,ACC,010D4354F158EBD66480F8F12028AD5C,6F8F9A7D011C5002FD330949F1457A4E,-0.414,0.0,6F8F9A7D011C5002FD330949F1457A4E,-0.414,0,0
41,41,197001,ACC,011C48B82E24A48733C24C734AD4C39F,AB0268FB8036A892DC341945CB7AE3BE,-10.782,0.0,AB0268FB8036A892DC341945CB7AE3BE,-10.782,0,0
42,42,197001,ACC,0150B6911A4DD428F4B2AF5B46399829,4034457A8B5E7907ADEE5A173D7784FE,-0.018000000000000002,0.0,4034457A8B5E7907ADEE5A173D7784FE,-0.018000000000000002,0,0
43,43,197001,ACC,0172D5DD247EEE99EB4C3C92E4C1A3CF,6F8F9A7D011C5002FD330949F1457A4E,-0.054000000000000006,0.0,6F8F9A7D011C5002FD330949F1457A4E,-0.054000000000000006,0,0
44,44,197001,ACC,017B220881A7D2B88AD8B77C7013930F,AB0268FB8036A892DC341945CB7AE3BE,23.4,0.0,AB0268FB8036A892DC341945CB7AE3BE,23.4,0,0
45,45,197001,ACC,017E93ABA310A45ECF67A57F8C5CDC07,4034457A8B5E7907ADEE5A173D7784FE,-0.12600000000000006,0.0,4034457A8B5E7907ADEE5A173D7784FE,-0.12600000000000006,0,0
46,46,197001,ACC,017E93ABA310A45ECF67A57F8C5CDC07,6F8F9A7D011C5002FD330949F1457A4E,5.976,0.0,6F8F9A7D011C5002FD330949F1457A4E,5.976,0,0
47,47,197001,ACC,018E9B757DC33ED6AA7A3709315340F0,0D8E557A251F634B9AE05DF6AEB93CD6,-377.11800000000005,0.0,0D8E557A251F634B9AE05DF6AEB93CD6,-377.11800000000005,0,0
48,48,197001,ACC,018E9B757DC33ED6AA7A3709315340F0,4034457A8B5E7907ADEE5A173D7784FE,0.27,0.0,4034457A8B5E7907ADEE5A173D7784FE,0.27,0,0
49,49,197001,ACC,018E9B757DC33ED6AA7A3709315340F0,540A61797E094A9F938B2D159A344F0E,-158.292,0.0,540A61797E094A9F938B2D159A344F0E,-158.292,0,0
50,50,197001,ACC,018E9B757DC33ED6AA7A3709315340F0,97FA7275FB04A84F55EDA9A047D0DDAC,1010.3580000000001,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,1010.3580000000001,0,0
51,51,197001,ACC,018E9B757DC33ED6AA7A3709315340F0,F151906EC7BC999234FBCDA8F76F69CB,-833.0219999999997,0.0,F151906EC7BC999234FBCDA8F76F69CB,-833.0219999999997,0,0
52,52,197001,ACC,019D8AEB197A962CA255386521B22414,006300EFAF063E1705DD614EA0AE9E8B,-51.678,0.0,006300EFAF063E1705DD614EA0AE9E8B,-51.678,0,0
53,53,197001,ACC,019D8AEB197A962CA255386521B22414,540A61797E094A9F938B2D159A344F0E,-183.564,0.0,540A61797E094A9F938B2D159A344F0E,-183.564,0,0
54,54,197001,ACC,019D8AEB197A962CA255386521B22414,97FA7275FB04A84F55EDA9A047D0DDAC,-2.1959999999999997,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,-2.1959999999999997,0,0
55,55,197001,ACC,019E99AB15C19536002C180ED2F31245,303507A73A121A38EDCF6DEE59AAB5E5,3932.6940000000004,0.0,303507A73A121A38EDCF6DEE59AAB5E5,3932.6940000000004,0,0
56,56,197001,ACC,019E99AB15C19536002C180ED2F31245,35FF58A19DCB6582D110851D2F5EB1E7,-90.666,0.0,35FF58A19DCB6582D110851D2F5EB1E7,-90.666,0,0
57,57,197001,ACC,019E99AB15C19536002C180ED2F31245,4034457A8B5E7907ADEE5A173D7784FE,-68.796,0.0,4034457A8B5E7907ADEE5A173D7784FE,-68.796,0,0
58,58,197001,ACC,019E99AB15C19536002C180ED2F31245,6F8F9A7D011C5002FD330949F1457A4E,-9.144,0.0,6F8F9A7D011C5002FD330949F1457A4E,-9.144,0,0
59,59,197001,ACC,019E99AB15C19536002C180ED2F31245,75B65D59E1428BDE77B5824E019A5417,14.4,0.0,75B65D59E1428BDE77B5824E019A5417,14.4,0,0
60,60,197001,ACC,01B01F4794480FC42E8C941E9D0E887F,4034457A8B5E7907ADEE5A173D7784FE,-2.3400000000000003,0.0,4034457A8B5E7907ADEE5A173D7784FE,-2.3400000000000003,0,0
61,61,197001,ACC,01B01F4794480FC42E8C941E9D0E887F,6F8F9A7D011C5002FD330949F1457A4E,-40.698,0.0,6F8F9A7D011C5002FD330949F1457A4E,-40.698,0,0
62,62,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,006300EFAF063E1705DD614EA0AE9E8B,-2.214,0.0,006300EFAF063E1705DD614EA0AE9E8B,-2.214,0,0
63,63,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,2C9F8BD5B57B1C08819ACCBCD7749607,5.4,0.0,2C9F8BD5B57B1C08819ACCBCD7749607,5.4,0,0
64,64,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,35FF58A19DCB6582D110851D2F5EB1E7,1343.466,0.0,35FF58A19DCB6582D110851D2F5EB1E7,1343.466,0,0
65,65,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,4034457A8B5E7907ADEE5A173D7784FE,221.868,0.0,4034457A8B5E7907ADEE5A173D7784FE,221.868,0,0
66,66,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,540A61797E094A9F938B2D159A344F0E,70.74,0.0,540A61797E094A9F938B2D159A344F0E,70.74,0,0
67,67,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,62CC48113B97B0CB4E5F9AD4ADBE4C58,-31.625999999999998,0.0,62CC48113B97B0CB4E5F9AD4ADBE4C58,-31.625999999999998,0,0
68,68,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,6F8F9A7D011C5002FD330949F1457A4E,-60.75,0.0,6F8F9A7D011C5002FD330949F1457A4E,-60.75,0,0
69,69,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,75B65D59E1428BDE77B5824E019A5417,-82.8,0.0,75B65D59E1428BDE77B5824E019A5417,-82.8,0,0
70,70,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,97FA7275FB04A84F55EDA9A047D0DDAC,1366.866,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,1366.866,0,0
71,71,197001,ACC,01CDF5ED099749508A0758AAECCA78F9,F151906EC7BC999234FBCDA8F76F69CB,291.978,0.0,F151906EC7BC999234FBCDA8F76F69CB,291.978,0,0
72,72,197001,ACC,01D24E6DF1221DC56F75401CAFA777AD,4034457A8B5E7907ADEE5A173D7784FE,18.144,0.0,4034457A8B5E7907ADEE5A173D7784FE,18.144,0,0
73,73,197001,ACC,01D24E6DF1221DC56F75401CAFA777AD,540A61797E094A9F938B2D159A344F0E,66.97800000000001,0.0,540A61797E094A9F938B2D159A344F0E,66.97800000000001,0,0
74,74,197001,ACC,01D24E6DF1221DC56F75401CAFA777AD,6F8F9A7D011C5002FD330949F1457A4E,-8.748000000000001,0.0,6F8F9A7D011C5002FD330949F1457A4E,-8.748000000000001,0,0
75,75,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,006300EFAF063E1705DD614EA0AE9E8B,-68.976,0.0,006300EFAF063E1705DD614EA0AE9E8B,-68.976,0,0
76,76,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,4034457A8B5E7907ADEE5A173D7784FE,138.6,0.0,4034457A8B5E7907ADEE5A173D7784FE,138.6,0,0
77,77,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,540A61797E094A9F938B2D159A344F0E,50.742,0.0,540A61797E094A9F938B2D159A344F0E,50.742,0,0
78,78,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,6F8F9A7D011C5002FD330949F1457A4E,-2528.19,0.0,6F8F9A7D011C5002FD330949F1457A4E,-2528.19,0,0
79,79,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,75B65D59E1428BDE77B5824E019A5417,975.6,0.0,75B65D59E1428BDE77B5824E019A5417,975.6,0,0
80,80,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,88183B946CC5F0E8C96B2E66E1C74A7E,1440.0,0.0,88183B946CC5F0E8C96B2E66E1C74A7E,1440.0,0,0
81,81,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,8AC620C2879F95D6128868C765D26A24,-6551.531999999997,0.0,8AC620C2879F95D6128868C765D26A24,-6551.531999999997,0,0
82,82,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,D50C3A58D26E38E39041788B1CE8B0B4,-1.926,0.0,D50C3A58D26E38E39041788B1CE8B0B4,-1.926,0,0
83,83,197001,ACC,01D2F61FA66001F438AA2A65CB0AA9E5,F151906EC7BC999234FBCDA8F76F69CB,5.6880000000000015,0.0,F151906EC7BC999234FBCDA8F76F69CB,5.6880000000000015,0,0
84,84,197001,ACC,01D433E8FE7FA57CB91599A3DE7564D3,006300EFAF063E1705DD614EA0AE9E8B,-0.018000000000000002,0.0,006300EFAF063E1705DD614EA0AE9E8B,-0.018000000000000002,0,0
85,85,197001,ACC,01D433E8FE7FA57CB91599A3DE7564D3,35FF58A19DCB6582D110851D2F5EB1E7,2.07,0.0,35FF58A19DCB6582D110851D2F5EB1E7,2.07,0,0
86,86,197001,ACC,01D433E8FE7FA57CB91599A3DE7564D3,4034457A8B5E7907ADEE5A173D7784FE,0.738,0.0,4034457A8B5E7907ADEE5A173D7784FE,0.738,0,0
87,87,197001,ACC,01D433E8FE7FA57CB91599A3DE7564D3,6F8F9A7D011C5002FD330949F1457A4E,5.9579999999999975,0.0,6F8F9A7D011C5002FD330949F1457A4E,5.9579999999999975,0,0
88,88,197001,ACC,01D433E8FE7FA57CB91599A3DE7564D3,97FA7275FB04A84F55EDA9A047D0DDAC,-1161.63,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,-1161.63,0,0
89,89,197001,ACC,01D433E8FE7FA57CB91599A3DE7564D3,AF6E9B553E3ECEFD84E66A0E93860B9B,28.818000000000005,0.0,AF6E9B553E3ECEFD84E66A0E93860B9B,28.818000000000005,0,0
90,90,197001,ACC,01D433E8FE7FA57CB91599A3DE7564D3,D50C3A58D26E38E39041788B1CE8B0B4,62.333999999999996,0.0,D50C3A58D26E38E39041788B1CE8B0B4,62.333999999999996,0,0
91,91,197001,ACC,01F9B6F69E43ED88D05BBED676723817,006300EFAF063E1705DD614EA0AE9E8B,-5.742000000000001,0.0,006300EFAF063E1705DD614EA0AE9E8B,-5.742000000000001,0,0
92,92,197001,ACC,01F9B6F69E43ED88D05BBED676723817,303507A73A121A38EDCF6DEE59AAB5E5,0.14400000000000002,0.0,303507A73A121A38EDCF6DEE59AAB5E5,0.14400000000000002,0,0
93,93,197001,ACC,01F9B6F69E43ED88D05BBED676723817,4034457A8B5E7907ADEE5A173D7784FE,-34.775999999999996,0.0,4034457A8B5E7907ADEE5A173D7784FE,-34.775999999999996,0,0
94,94,197001,ACC,01F9B6F69E43ED88D05BBED676723817,6F8F9A7D011C5002FD330949F1457A4E,-9.414,0.0,6F8F9A7D011C5002FD330949F1457A4E,-9.414,0,0
95,95,197001,ACC,01F9B6F69E43ED88D05BBED676723817,75B65D59E1428BDE77B5824E019A5417,37.8,0.0,75B65D59E1428BDE77B5824E019A5417,37.8,0,0
96,96,197001,ACC,01F9B6F69E43ED88D05BBED676723817,8AC620C2879F95D6128868C765D26A24,-69.55199999999999,0.0,8AC620C2879F95D6128868C765D26A24,-69.55199999999999,0,0
97,97,197001,ACC,01F9B6F69E43ED88D05BBED676723817,97FA7275FB04A84F55EDA9A047D0DDAC,217.998,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,217.998,0,0
98,98,197001,ACC,01F9B6F69E43ED88D05BBED676723817,9F67FFC9EDC12F70EDF8440B92D6F38C,-98.01,0.0,9F67FFC9EDC12F70EDF8440B92D6F38C,-98.01,0,0
99,99,197001,ACC,0201BCC89B855C8EEF6F2DBF4AF8D16C,4034457A8B5E7907ADEE5A173D7784FE,-86.05799999999998,0.0,4034457A8B5E7907ADEE5A173D7784FE,-86.05799999999998,0,0
100,100,197001,ACC,0201BCC89B855C8EEF6F2DBF4AF8D16C,6F8F9A7D011C5002FD330949F1457A4E,-79.794,0.0,6F8F9A7D011C5002FD330949F1457A4E,-79.794,0,0
101,101,197001,ACC,0201BCC89B855C8EEF6F2DBF4AF8D16C,8AC620C2879F95D6128868C765D26A24,-3034.6380000000013,0.0,8AC620C2879F95D6128868C765D26A24,-3034.6380000000013,0,0
102,102,197001,ACC,020ABCBA0B121FC41B0DA3295979C626,303507A73A121A38EDCF6DEE59AAB5E5,0.09000000000000001,0.0,303507A73A121A38EDCF6DEE59AAB5E5,0.09000000000000001,0,0
103,103,197001,ACC,020ABCBA0B121FC41B0DA3295979C626,4034457A8B5E7907ADEE5A173D7784FE,24601.626,0.0,4034457A8B5E7907ADEE5A173D7784FE,24601.626,0,0
104,104,197001,ACC,020ABCBA0B121FC41B0DA3295979C626,6F8F9A7D011C5002FD330949F1457A4E,-357083.766,0.0,6F8F9A7D011C5002FD330949F1457A4E,-357083.766,0,0
105,105,197001,ACC,020ABCBA0B121FC41B0DA3295979C626,75B65D59E1428BDE77B5824E019A5417,72.0,0.0,75B65D59E1428BDE77B5824E019A5417,72.0,0,0
106,106,197001,ACC,020ABCBA0B121FC41B0DA3295979C626,D50C3A58D26E38E39041788B1CE8B0B4,337301.316,0.0,D50C3A58D26E38E39041788B1CE8B0B4,337301.316,0,0
107,107,197001,ACC,0224AEBA089242F566FAAF8E7E84442E,303507A73A121A38EDCF6DEE59AAB5E5,1.4220000000000002,0.0,303507A73A121A38EDCF6DEE59AAB5E5,1.4220000000000002,0,0
108,108,197001,ACC,0224AEBA089242F566FAAF8E7E84442E,4034457A8B5E7907ADEE5A173D7784FE,-4.644,0.0,4034457A8B5E7907ADEE5A173D7784FE,-4.644,0,0
109,109,197001,ACC,0224AEBA089242F566FAAF8E7E84442E,540A61797E094A9F938B2D159A344F0E,96.76799999999999,0.0,540A61797E094A9F938B2D159A344F0E,96.76799999999999,0,0
110,110,197001,ACC,0224AEBA089242F566FAAF8E7E84442E,6F8F9A7D011C5002FD330949F1457A4E,-2.4120000000000004,0.0,6F8F9A7D011C5002FD330949F1457A4E,-2.4120000000000004,0,0
111,111,197001,ACC,0227BF2807974FB65F68289AE25A6C80,006300EFAF063E1705DD614EA0AE9E8B,-0.018000000000000002,0.0,006300EFAF063E1705DD614EA0AE9E8B,-0.018000000000000002,0,0
112,112,197001,ACC,0227BF2807974FB65F68289AE25A6C80,35FF58A19DCB6582D110851D2F5EB1E7,7550.73,0.0,35FF58A19DCB6582D110851D2F5EB1E7,7550.73,0,0
113,113,197001,ACC,0227BF2807974FB65F68289AE25A6C80,4034457A8B5E7907ADEE5A173D7784FE,39.654,0.0,4034457A8B5E7907ADEE5A173D7784FE,39.654,0,0
114,114,197001,ACC,0227BF2807974FB65F68289AE25A6C80,540A61797E094A9F938B2D159A344F0E,-47.556,0.0,540A61797E094A9F938B2D159A344F0E,-47.556,0,0
115,115,197001,ACC,0227BF2807974FB65F68289AE25A6C80,6F8F9A7D011C5002FD330949F1457A4E,0.27,0.0,6F8F9A7D011C5002FD330949F1457A4E,0.27,0,0
116,116,197001,ACC,0227BF2807974FB65F68289AE25A6C80,75B65D59E1428BDE77B5824E019A5417,1.8,0.0,75B65D59E1428BDE77B5824E019A5417,1.8,0,0
117,117,197001,ACC,0227BF2807974FB65F68289AE25A6C80,9C622EDD1AF2BB5DFA0236F5DF232CF9,-7331.454000000002,0.0,9C622EDD1AF2BB5DFA0236F5DF232CF9,-7331.454000000002,0,0
118,118,197001,ACC,0227BF2807974FB65F68289AE25A6C80,F151906EC7BC999234FBCDA8F76F69CB,-40.391999999999996,0.0,F151906EC7BC999234FBCDA8F76F69CB,-40.391999999999996,0,0
119,119,197001,ACC,022C9C355248B48D98413C3D5B7870AE,4034457A8B5E7907ADEE5A173D7784FE,0.036000000000000004,0.0,4034457A8B5E7907ADEE5A173D7784FE,0.036000000000000004,0,0
120,120,197001,ACC,022C9C355248B48D98413C3D5B7870AE,6F8F9A7D011C5002FD330949F1457A4E,-0.342,0.0,6F8F9A7D011C5002FD330949F1457A4E,-0.342,0,0
121,121,197001,ACC,0240F4008EA7945E578AF97E36BCE6EF,4034457A8B5E7907ADEE5A173D7784FE,0.46799999999999997,0.0,4034457A8B5E7907ADEE5A173D7784FE,0.46799999999999997,0,0
122,122,197001,ACC,0240F4008EA7945E578AF97E36BCE6EF,6F8F9A7D011C5002FD330949F1457A4E,-21.906,0.0,6F8F9A7D011C5002FD330949F1457A4E,-21.906,0,0
123,123,197001,ACC,0240F4008EA7945E578AF97E36BCE6EF,9F67FFC9EDC12F70EDF8440B92D6F38C,0.054000000000000006,0.0,9F67FFC9EDC12F70EDF8440B92D6F38C,0.054000000000000006,0,0
124,124,197001,ACC,02632A97EB848F4F252F4F021A5884F2,6F8F9A7D011C5002FD330949F1457A4E,-6.1560000000000015,0.0,6F8F9A7D011C5002FD330949F1457A4E,-6.1560000000000015,0,0
125,125,197001,ACC,026D084C628817A11D8246D4971F938B,006300EFAF063E1705DD614EA0AE9E8B,-0.036000000000000004,0.0,006300EFAF063E1705DD614EA0AE9E8B,-0.036000000000000004,0,0
126,126,197001,ACC,026D084C628817A11D8246D4971F938B,4034457A8B5E7907ADEE5A173D7784FE,0.018000000000000002,0.0,4034457A8B5E7907ADEE5A173D7784FE,0.018000000000000002,0,0
127,127,197001,ACC,026D084C628817A11D8246D4971F938B,6F8F9A7D011C5002FD330949F1457A4E,-0.036000000000000004,0.0,6F8F9A7D011C5002FD330949F1457A4E,-0.036000000000000004,0,0
128,128,197001,ACC,026D084C628817A11D8246D4971F938B,97FA7275FB04A84F55EDA9A047D0DDAC,-0.46799999999999997,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,-0.46799999999999997,0,0
129,129,197001,ACC,029FCD5889C6BE4AF17C9A934E4A6239,6F8F9A7D011C5002FD330949F1457A4E,-0.018000000000000002,0.0,6F8F9A7D011C5002FD330949F1457A4E,-0.018000000000000002,0,0
130,130,197001,ACC,029FCD5889C6BE4AF17C9A934E4A6239,C5DA23889072CED9D29906B17A02C469,-0.036000000000000004,0.0,C5DA23889072CED9D29906B17A02C469,-0.036000000000000004,0,0
131,131,197001,ACC,02AC73D9AF22267103BFE30FF1768EDE,006300EFAF063E1705DD614EA0AE9E8B,-0.5040000000000001,0.0,006300EFAF063E1705DD614EA0AE9E8B,-0.5040000000000001,0,0
132,132,197001,ACC,02AC73D9AF22267103BFE30FF1768EDE,2C9F8BD5B57B1C08819ACCBCD7749607,43.992,0.0,2C9F8BD5B57B1C08819ACCBCD7749607,43.992,0,0
133,133,197001,ACC,02AC73D9AF22267103BFE30FF1768EDE,4034457A8B5E7907ADEE5A173D7784FE,-1.7280000000000002,0.0,4034457A8B5E7907ADEE5A173D7784FE,-1.7280000000000002,0,0
134,134,197001,ACC,02AC73D9AF22267103BFE30FF1768EDE,6F8F9A7D011C5002FD330949F1457A4E,14.814000000000002,0.0,6F8F9A7D011C5002FD330949F1457A4E,14.814000000000002,0,0
135,135,197001,ACC,02AC73D9AF22267103BFE30FF1768EDE,75B65D59E1428BDE77B5824E019A5417,3.6,0.0,75B65D59E1428BDE77B5824E019A5417,3.6,0,0
136,136,197001,ACC,02AC73D9AF22267103BFE30FF1768EDE,97FA7275FB04A84F55EDA9A047D0DDAC,7209.215999999998,0.0,97FA7275FB04A84F55EDA9A047D0DDAC,7209.215999999998,0,0
